vessel_id,idle_hours,fuel_cost_per_hour_usd,co2_emission_kg_per_hour,total_delay_cost_usd
VSL100054,39.32880974597509,2170.517135802609,790.762844761374,187280.64070994584
VSL100055,19.611930217041706,4181.250153947238,975.7203636780652,151976.99685738573
VSL100056,32.84023222037394,4523.722661720332,1175.520977441597,79102.46094748075
VSL100057,18.632470766720406,1653.5480776800832,1128.253934570389,150611.2071480128
VSL100058,22.38283675431728,4626.535720256234,371.33969440941485,112188.80630971804
VSL100059,36.41142322556663,4011.7830609705493,788.3110696370388,128422.85737872413
VSL100060,5.3255176741746215,2434.7597240281702,1144.3761026242748,199053.22143303184
VSL100061,22.920248574963697,4092.977471362654,590.4729857267203,155376.53073727168
VSL100062,23.48319942754928,1765.5623634842689,556.0126452576499,72633.57194498951
VSL100063,6.104476482259482,2692.3671890755204,824.9318794501655,104146.2348287933
VSL100064,25.292196123641915,1122.5682252938896,1367.5805813961329,81812.71791911132
VSL100065,20.750538307008192,2858.8748522456817,418.41696513856505,195119.96435034365
VSL100066,29.58804135165027,2754.1882363860277,461.19662965223364,155341.97975255005
VSL100067,13.87708641333949,2196.269816923402,487.91211419036034,93475.99870362532
VSL100068,10.902413630737065,962.0231913885888,1107.639797903874,171539.51158645342
VSL100069,19.185251357135833,2048.224410501727,244.04206858829866,64349.974799851174
VSL100070,18.95970867094558,2678.594203111406,1260.5532670511516,189886.57374234777
VSL100071,43.129615385385975,1792.8439087826455,253.47128105717195,21581.133114492837
VSL100072,34.42791487371614,3253.8871596457834,306.2480184200081,129482.82713001627
VSL100073,24.43734106217063,3556.0846947292084,363.240862836971,166102.1484830394
VSL100074,12.94109874342836,1222.4516571985148,1346.3990372241396,172356.36258546845
VSL100075,17.161846154511004,4354.1617179815385,778.9394111264088,34460.57871285682
VSL100076,23.46184125735006,3714.844327315857,1154.0286138218205,167771.7687348515
VSL100077,8.6997208276899,3733.5400914684956,1468.660041009937,151821.06229404785
VSL100078,32.32114654884162,2148.5864418364013,384.2363671879028,89981.14656826272
VSL100079,46.403791956152745,3699.6417736519898,1282.7415273377494,40817.306700197034
VSL100080,14.094027774811194,4984.832983374807,414.0165664372919,44651.41767870377
VSL100081,31.816818171271503,1266.6856257523764,576.1049959836588,92121.81886834973
VSL100082,36.502393720094446,1070.7745825185093,615.2144188272662,99993.53562304385
VSL100083,33.158327732749974,4289.488457688898,226.44408925000283,49860.072533731705
VSL100084,17.308162088378445,3644.0550176716,1499.538764679847,126083.51524025145
VSL100085,43.45967374535833,3608.7276598080484,491.92175189894357,188633.61944955835
VSL100086,7.248439808278416,2395.983088633308,1034.3670522933853,115863.04320040254
VSL100087,1.5501522382421271,1230.6779602465772,1212.7372956951417,64519.73993700916
VSL100088,24.60102229204753,3429.4670498587593,996.2469042442897,13312.697035764726
VSL100089,16.31390055163382,3275.9637969050455,1151.707870393378,17397.6179472023
VSL100090,47.22425315885146,4520.529420836869,1164.3720745944313,39981.00675532211
VSL100091,41.20822836296348,1513.9774973860644,976.2413363892923,190691.25515709392
VSL100092,22.35543663496101,4049.2285460307394,1265.0538583188263,111253.19811562044
VSL100093,10.859360437484586,3487.925144243472,710.9340804037133,175398.00191142684
VSL100094,3.823934497950109,4360.30678033649,763.3647577009527,44025.651213555226
VSL100095,35.15139518136024,3376.804432568112,384.56425136908365,11049.12863462207
VSL100096,2.3781939756071893,3478.126011375567,767.2331675601694,81226.07766653466
VSL100097,28.530174327129803,4343.172264810981,1007.4425277829756,198255.74383825783
VSL100098,40.57434852821778,1384.0867193646816,1157.4836525674166,129718.02006053126
VSL100099,42.60294078410211,804.1677333434426,1451.1757242475815,49002.9778300882
VSL100100,43.418194391536744,1485.1309763274548,248.97252955796063,198099.84575893698
VSL100101,35.072380388697944,4592.8878401557595,659.3178346641431,143967.90213074032
VSL100102,23.931183863170226,3972.145915955828,1095.9264663750346,140518.74938858036
VSL100103,41.0790448336251,3917.827361538576,1209.6581521410335,54609.309848879966
VSL100104,43.64707896889166,2186.9279739693693,1115.3933403141946,46621.40934260683
VSL100105,5.140621839750251,3393.1019776982607,348.8721441696228,32083.303815182997
VSL100106,23.360938426631193,1394.6451259379337,342.28581858044674,176185.4337680276
VSL100107,29.956242996188266,3527.738056685789,1344.4002992627388,147055.63180225936
VSL100108,44.4915590822215,2067.678508961634,435.1737846937443,76117.1412019156
VSL100109,11.374185346744733,2375.600084350856,834.6806388494791,106535.58032845281
VSL100110,1.5357995632861616,1230.1505958236994,1134.291211077772,141715.8091050253
VSL100111,19.41651997268255,3867.0397333109654,895.7065737620479,110080.5067923653
VSL100112,8.364041921814565,1343.2754183333118,424.3976964630024,184511.8618713904
VSL100113,33.23681931403914,4056.2213566047108,296.247038644298,145229.8929091877
VSL100114,0.20584307291875703,4084.626846080059,421.1211441826629,157967.5078890067
VSL100115,19.9080360033064,3772.4054115286503,293.06955112987725,166254.66489878146
VSL100116,25.602981780085436,2993.233882894904,739.4135519642883,53499.92175708406
VSL100117,44.822303308809,3668.1801783318524,748.4732766792657,48643.454500598986
VSL100118,12.679473656380074,2331.012876438718,1057.5023025906871,128300.39926785926
VSL100119,2.316189665020463,829.4406763783335,609.3877075778835,186712.40955477575
VSL100120,1.6613151914724575,3079.8285706292445,674.1989473304545,150368.7351800718
VSL100121,3.006638258862777,4316.0165000856705,948.6594127143353,48704.41675999222
VSL100122,0.5632559158396404,2168.290078070446,1136.9339698032236,100221.04696412486
VSL100123,37.99940660594463,1925.8998541633534,647.1057543349771,45212.446025226825
VSL100124,46.01026144362698,4525.868322145373,821.0348379162563,108436.57323903302
VSL100125,27.030346349357565,4924.067742848024,960.2254001727928,100782.2115581821
VSL100126,24.93738855454084,847.1013808341171,720.6013610599459,16960.480353308347
VSL100127,23.561816109966585,1473.0468737189215,1019.1792342764559,42258.8460653471
VSL100128,15.638305718365627,836.7792566962951,1028.7414067067998,24085.265200450925
VSL100129,47.52854706662838,3101.7000923387154,521.0007651011526,84612.26502716233
VSL100130,7.400492713537096,899.0842946547716,607.7667991675473,105194.39620103217
VSL100131,37.13002498386527,2031.8026782824995,756.3638507141712,132485.1465234566
VSL100132,2.1957958398313018,3334.5026316098074,954.1312298031278,83872.62684874443
VSL100133,20.535944208447305,3109.7320956720255,473.2055495142941,144147.7021002041
VSL100134,47.69305353425222,4144.1165915698075,797.3320674223859,73146.48662602034
VSL100135,28.423097070228692,3585.0973425158677,933.9883634823042,173112.25478277486
VSL100136,4.278453290554239,4214.343247100392,421.7693895286895,20730.924978515854
VSL100137,20.777738776148635,3747.120356180519,883.9938389187326,128572.92735010426
VSL100138,30.27161051085131,1762.9335135993701,650.6207805640739,98784.50060368342
VSL100139,44.06697257611841,3506.998824661017,1322.1430295698535,146325.7215518149
VSL100140,42.8084757896051,2054.512632622015,1438.5097004236,105435.02046633771
VSL100141,47.870723511919294,1105.1745573462083,1460.9501846082092,128694.11044429312
VSL100142,39.5121212831483,1110.4671197032494,659.9614530103067,133947.8398621687
VSL100143,1.2165127855949294,2376.259275551224,828.5737651428562,58642.26435005247
VSL100144,1.3884759612397186,1610.201878921298,1304.7053366543664,182034.0828485415
VSL100145,44.83257111950793,4870.793584211593,1055.0706479587302,23456.11926387465
VSL100146,19.08380064809983,2838.5427652441967,999.0866336072486,190433.31765505217
VSL100147,25.728318810627023,2577.4601637652295,353.6046363727348,131286.55096142174
VSL100148,37.19282544635949,3063.806421464094,330.6882623515095,188156.58522919993
VSL100149,15.953819657548003,2126.584720219928,1224.2110394659915,43764.72086833998
VSL100150,12.705491987133074,3788.816824461164,720.457411293693,179750.68355788823
VSL100151,47.863121995343924,1699.5426256733945,864.8930343492417,195327.67987374292
VSL100152,27.52771585134623,4308.35000542574,1003.5814243888434,135936.15030691883
VSL100153,21.548891579753686,3743.3695308494316,533.504779963542,161420.91774545948
VSL100154,39.955106023262275,3462.2816830200827,475.3761094254907,145342.00074844874
VSL100155,1.9255742280401016,2313.120697289469,1033.7812824254536,101120.59761212954
VSL100156,27.69249127256275,4936.537385725937,467.45444863802845,86315.86454779818
VSL100157,19.198644696924887,2962.0031444393453,203.62626630049616,120554.10078632648
VSL100158,38.01874028851111,3969.821179306246,1301.5820966247923,122205.63085323325
VSL100159,26.547460322032208,2312.660298696601,239.51240349494304,26948.226072549962
VSL100160,39.07690437207927,1032.1131002255154,750.3857372382372,13808.65784204303
VSL100161,43.72340686968588,2676.2384269937475,959.6552047759612,81638.72374374725
VSL100162,12.18492039445657,1119.7870980440548,689.31485197596,44763.08500207305
VSL100163,24.84954679626096,1920.5330753425114,558.4912973273927,59608.70078932257
VSL100164,43.48876748597728,2307.4794639977763,775.141346393518,170709.85158272542
VSL100165,40.41011998108097,1040.927125425329,673.243869424241,42120.43888235705
VSL100166,25.26856349696483,1659.233121747417,953.2736129216449,185166.27009224443
VSL100167,32.42580790435651,1554.6061204016648,712.381329617531,66436.79498971063
VSL100168,14.272249200950531,3205.5620107345,1023.1047527811977,88691.37925968925
VSL100169,38.995822631029654,3623.9745289613816,1398.8053168521103,24463.435653937817
VSL100170,26.899524147000562,3309.2415461541364,1199.8280352151587,167414.9228970809
VSL100171,26.10243610926207,2213.507819123342,966.1395432952584,121101.37551066796
VSL100172,26.547434501384295,4057.505565597526,661.1466714582264,68450.02928678237
VSL100173,16.588784149331218,1514.319795051122,871.9777297599628,60185.32442312353
VSL100174,41.78014114764161,1755.876835873833,405.67980178440206,102988.65056817087
VSL100175,6.755503835295032,2716.032608379401,475.84394440907,199734.17647076762
VSL100176,9.637057509688836,4043.3419985617998,623.5196694009414,189679.69048099514
VSL100177,3.5471048012125106,3631.7087105040955,711.3757505591673,185369.98181166372
VSL100178,18.82875291715053,1331.7552510410958,416.4297222613062,76617.39875869539
VSL100179,23.044289051628,2433.3093885471353,1321.3219092312097,75435.9935172644
VSL100180,35.01318969313046,1150.8398096915741,1016.4529502499602,142767.8319409617
VSL100181,2.4944935572481004,3332.652667732313,297.70736857017596,37080.36390721604
VSL100182,0.3104815308574125,2083.918591183469,1222.395434017542,125694.77755351916
VSL100183,6.718071712056318,2654.7789174116588,357.0719790707574,146627.36997283867
VSL100184,6.956984917044936,4529.116857136307,952.0520443805603,91539.33477224066
VSL100185,5.7137191490550805,878.3753710181772,609.8729591481715,151686.22644524882
VSL100186,2.263098380750895,4785.762202285658,325.73693056915266,20313.730674169594
VSL100187,22.627890383504123,2687.3675866782883,1287.36499572908,19443.161420304892
VSL100188,37.00206126157084,2796.620710177802,756.4269996205638,38515.63355054465
VSL100189,21.533187812695523,866.996296495313,939.8240837211118,16168.658656487025
VSL100190,28.20795852531472,1503.6228657094266,539.7658961225675,95150.46016127995
VSL100191,23.56743511195306,2541.5736925786596,809.0079345232158,91930.84828209036
VSL100192,38.164950395247956,1459.7161608106023,747.9458816468773,110359.00261361775
VSL100193,22.026335042526423,2671.303643732047,620.5030931437949,100400.9582219829
VSL100194,30.378382795460613,1129.8591998458137,848.856571469028,65160.27217041314
VSL100195,0.10400226436525983,3560.1180213539133,678.4116093790346,151618.28364865851
VSL100196,39.63552079024447,3952.3469552412616,558.3073265648484,63190.90542540782
VSL100197,16.480235435483188,1607.459121636069,1064.5623019469754,10750.71236563648
VSL100198,3.807930279311787,2053.2685184421043,305.7126938035692,22893.192427371938
VSL100199,46.28204812522523,2101.771455429919,616.6271275116904,68872.99465886732
VSL100200,0.07640940348215253,2670.829757781147,1440.5904398154075,154485.65905395497
VSL100201,19.91768120672356,4495.834022265904,517.3539634061167,160472.9018722433
VSL100202,43.80345514883526,4462.211664504138,495.8823931464119,82850.60594603492
VSL100203,44.35213452214332,4308.726908399287,291.3789591501751,179339.68629900695
VSL100204,37.176741317608425,3896.092288504437,237.65997951013412,42059.57640867475
VSL100205,39.626764158196984,4049.1532272898294,558.6852985443519,134514.4817391435
VSL100206,7.517055884955367,1059.4402050797314,809.3867810698192,64718.81910934655
VSL100207,21.466676058518985,4475.820227238668,223.84910430519352,58897.57348602413
VSL100208,18.348571131820165,4659.589675906863,615.4545954469722,28302.698865992264
VSL100209,10.095312997926468,1893.0016932964527,906.1005165030308,17928.298783522518
VSL100210,1.5623349794968941,3444.5711351926307,439.64973986109254,110639.45772028287
VSL100211,5.101042833913295,1022.5114210378968,372.0611542531467,88894.04573382465
VSL100212,10.896115304241961,1434.2259693340611,1325.0385264361228,34229.95966780605
VSL100213,14.329342617045333,3373.0133230905053,1271.4082040990454,150994.504337406
VSL100214,0.14454786777247186,2467.9530696000393,1370.4239156080512,22393.144422803245
VSL100215,5.066987621346458,4878.8147582614,1475.9116735483526,185786.88436232603
VSL100216,28.641347578974006,3325.9591477730646,480.2196524074136,99301.05350536057
VSL100217,21.111507162527992,3224.1672576453393,1497.7533865300554,65605.66597629258
VSL100218,33.86644056666915,4686.1607270719305,1101.7961872078913,82474.59612687008
VSL100219,34.70884552384901,2544.223631000737,959.6000076658102,136751.33165278053
VSL100220,46.55686438051161,1793.0139386156968,541.1272056603977,90410.23187539712
VSL100221,19.90504590029284,1479.0689472786655,329.5014012946981,37020.57066954911
VSL100222,5.716862024486884,1108.8250674586711,1074.1012573340474,96804.72440025712
VSL100223,11.11501021635541,2819.862081606703,646.8105704701144,55680.92261538856
VSL100224,2.487891684904156,3797.2827131842378,1246.3474015192548,125611.31893426322
VSL100225,45.58215020865883,2463.2193271036103,627.0653028809254,69853.90099265001
VSL100226,11.152555678481983,2678.345132198624,213.52441351400233,17752.96737511259
VSL100227,27.495054669447676,2298.4373664642007,480.9596973422057,54031.89654262958
VSL100228,21.757747038665592,4044.5954226411027,1103.3517638603641,180687.38486050098
VSL100229,24.35894173083388,4284.305757116928,538.2072222915677,167593.00242368475
VSL100230,46.30155033936924,818.7528823866531,442.49615497729974,18037.41975911241
VSL100231,2.4619146368315015,2095.4250082976814,1291.423395718355,185298.8241802216
VSL100232,2.409406918473799,2596.9639837877535,642.0624320524466,58629.82565994579
VSL100233,24.907973860096646,4714.640691292307,256.75108868784906,156391.46581261093
VSL100234,32.18976926011701,2997.4222603918547,1394.1940026246696,63015.62932679206
VSL100235,44.50827049054724,2623.8527492685957,642.081740957413,70131.82005437408
VSL100236,32.00101971927097,4668.430964578288,215.15818601948413,194665.11862664242
VSL100237,2.3292193815426447,3440.879344168291,520.3529029588074,88971.95438019026
VSL100238,23.253370615548633,3505.0033212856288,1011.1468827626115,185362.94539960404
VSL100239,11.61646779136965,1457.065678158776,367.03966223492637,24066.098731179973
VSL100240,16.20461814622239,1521.1942402029592,1079.4270776852154,169139.34505515688
VSL100241,18.380273048673043,3729.985691035152,980.552224706121,63851.81398658515
VSL100242,0.6492855570345402,1450.8634687263238,642.2414433577085,53101.01784604312
VSL100243,44.7073502247432,2394.7238835096277,303.5973358669545,166624.16104302762
VSL100244,33.63435814194473,1697.017163201232,239.73564914084392,144941.45898565432
VSL100245,42.28267570698387,4378.123238993032,571.7041685375425,59718.53941800666
VSL100246,21.756887044983053,1046.9783270544535,207.05261959457434,64827.81873673326
VSL100247,46.195585518925554,1118.0491515405122,338.735767301147,140834.63104873084
VSL100248,3.3757338735061566,4905.880450888624,207.064959455029,120183.15360066027
VSL100249,28.535273218082715,4856.647465796059,954.0149914489153,132940.6039767756
VSL100250,17.864072859172406,4158.239966451837,1244.5824999077752,46362.59980434143
VSL100251,41.5368878191928,4258.382002159493,1440.7579073606562,50486.151479024644
VSL100252,37.683097795121704,4896.070163415622,943.7989070015936,175753.26811523442
VSL100253,38.26294024283574,2014.9040642899997,690.6151583458173,67188.92370978388
VSL100254,39.09631134912075,2556.2409157361967,740.0452668123326,76266.67886107952
VSL100255,4.514808670091856,3356.0720751173685,744.557772790144,191038.3708496199
VSL100256,4.956325996032545,3549.8764780253605,1356.9173601006294,134248.3562788766
VSL100257,32.71155794913193,948.5556940225251,1327.9410733972832,73313.13637673589
VSL100258,27.97338209383406,3428.9613138151135,311.3769986348393,18968.562678998307
VSL100259,33.64889801733587,904.3641824976847,1022.5310133565807,97125.23835470207
VSL100260,41.613713814328534,810.1943726508333,208.28065331145467,32776.346956668924
VSL100261,21.35827209276321,1122.4674117897277,438.43685296923707,38799.41356663151
VSL100262,27.255970524619705,3262.4016210431487,1451.4465821754914,103104.75543265996
VSL100263,26.33363570131959,4182.028824489572,1308.1373766641664,54265.34912777894
VSL100264,21.79661441941903,3247.536483469325,208.6613985212433,161709.87421579522
VSL100265,5.097203313253651,4813.645196021688,234.57866479138755,42366.752144561164
VSL100266,38.511999511568746,3222.6992327842368,626.3248836467028,92843.91955206315
VSL100267,24.329114888706354,1488.6362626295577,910.7341022805459,108808.94494965002
VSL100268,31.46878518493041,1452.41065022116,651.4238962039059,182526.05654763876
VSL100269,1.7999319696952387,4052.558722426093,884.4614317450713,7632.1812351241415
VSL100270,11.206618839356127,2306.362031916729,1352.45509878102,8956.125241616759
VSL100271,12.304459503695316,2306.8009740478806,991.0336345045936,70777.97250002607
VSL100272,14.92474323314574,1831.98741010462,1250.1228864022662,60380.75420056678
VSL100273,18.798505760779925,2908.6369352684746,692.0396918603783,91726.37469609648
VSL100274,43.73359695290806,812.8339243843957,562.1127602202951,197404.72721214706
VSL100275,5.82971053852066,3807.268642263429,653.0164704483263,50746.91452429762
VSL100276,44.93869458726446,4699.791610454344,569.0733155993078,97515.04471349565
VSL100277,36.8420608988614,4181.871615066095,1464.1584356791022,19004.903522215198
VSL100278,33.71567042693864,956.1019730768305,691.4739600518377,129650.8880476204
VSL100279,21.501941262984275,2606.2918523277776,1422.977848168742,174371.44855120408
VSL100280,39.3943584883901,1565.4819883224236,516.0824374215035,180213.07729767365
VSL100281,3.2013589945020193,3997.011830214874,284.51445330708754,69708.69274968925
VSL100282,41.661979999585334,2226.7915305572615,1256.7539369640251,123895.13918203715
VSL100283,5.83799659520689,2681.491581824885,1325.03879384516,165033.10831903835
VSL100284,46.85256338197896,1977.5788150267858,946.0651666677879,101169.03290740393
VSL100285,25.667568533982625,1237.687560801804,1233.3250647849407,95169.9857961473
VSL100286,32.55352332574353,1890.3233084290698,657.5894869782777,116462.98131672172
VSL100287,3.554076694351606,2887.0455036797853,753.4459104923958,45793.671271011706
VSL100288,6.618713397841477,2995.78634592776,852.8831834248857,197595.43987117356
VSL100289,10.225567662088839,3575.2671069965145,670.9150964862872,16338.501856052704
VSL100290,14.524520361802852,3893.640404097525,256.28069533153257,76174.44666576348
VSL100291,45.76228919405846,2538.9771585853814,1248.48430535337,170390.1549852719
VSL100292,2.346542098295048,3304.6041903817263,1478.1058811611726,75325.58220037287
VSL100293,21.97369918886818,947.118826244604,1255.758910548982,11208.407836128135
VSL100294,34.12650258538654,4889.014304606229,1273.4314958689547,50501.93827748319
VSL100295,47.90096120387065,2819.5828618265723,274.02499188839215,110852.03221331333
VSL100296,44.767360731850864,2560.7269433926267,726.7874682146025,173940.15936006283
VSL100297,19.97949616133804,859.8585825552661,746.8529021819649,188347.23921571346
VSL100298,41.908900188833115,4633.926012421889,526.1724267184736,62883.0064757274
VSL100299,44.952854183681914,2373.5043197221185,1338.234602628472,16014.99006839816
VSL100300,22.963584071602497,3329.258798293992,433.97634730802594,128278.75715294239
VSL100301,41.02858321232392,2634.8176184780273,1142.809990783474,46365.14880229467
VSL100302,24.358374553633446,916.9318791807316,1026.3436396119973,132422.10149015824
VSL100303,37.404844248284796,4526.845405519827,318.08424488985594,178793.45506174906
VSL100304,46.35775000907607,1974.79056646552,988.4535364233994,136475.1922885114
VSL100305,28.797142931362874,2400.6114029371115,770.874210463979,159015.3827272772
VSL100306,43.34415590313672,834.7771163166369,961.12410686376,196843.6359177115
VSL100307,19.26073264006688,3681.1547980207392,1161.5883302872285,182820.25788889072
VSL100308,40.96458092991101,4715.0661044971675,285.7686477652882,174456.38115428216
VSL100309,20.1982131488816,4669.9502969901705,871.8790511135901,119940.05366709382
VSL100310,32.00058464434426,4419.344946858403,1258.9904602889465,105055.35844822694
VSL100311,1.2479638042477657,1599.711519526185,1245.7134086674273,156958.98654088425
VSL100312,40.9406830413438,4894.01786572271,847.5660874902601,121268.71187574632
VSL100313,22.339030044879706,2918.4423853400504,784.3516182998593,103855.72775215066
VSL100314,9.38831328344921,4449.64339292283,1061.6304188086733,35584.745454945776
VSL100315,27.647223083236078,1832.1188523961837,1037.36735410143,87113.12017850608
VSL100316,24.61628484944729,4624.888813089588,358.4844763215914,179936.59965143303
VSL100317,7.932644708068574,4402.788119246996,805.6466859872069,70937.42596925047
VSL100318,41.93265959694488,2805.86931323636,441.087302863689,18335.9542073937
VSL100319,42.693183501569614,4110.451312082551,1068.777566104054,186242.8841300327
VSL100320,22.73205968040064,2550.630419739749,1028.5481758061087,181375.08331567768
VSL100321,17.669781656233138,2615.9978479129754,376.8217281581202,102165.09293965015
VSL100322,42.76448916140046,4333.3722215460975,1079.3685875850624,125477.35532791856
VSL100323,33.30861544885515,1020.9427005722786,1334.9709711496696,56152.025326232986
VSL100324,28.990911936745583,2802.269780168928,1368.855612118579,81293.65816265777
VSL100325,44.43837833831939,3730.934787154643,289.22535484443824,102502.18998899906
VSL100326,39.08471790784502,4618.873182356355,345.9760405651414,62168.40079164042
VSL100327,24.39438559881968,906.7318076222972,283.9769443162838,150566.48561615442
VSL100328,3.6688271930021816,3984.8872057159433,542.9040017082692,41553.362080512605
VSL100329,47.435949569395675,1475.6212195606136,639.7122339441771,124732.99690086028
VSL100330,17.442344040556748,874.9229621583729,1484.3666861332285,108717.12601392846
VSL100331,17.318384845480196,4841.9632039768385,819.8796179398948,160678.52873161595
VSL100332,38.498276657238144,1512.215293404214,554.4315108228493,121147.82962530987
VSL100333,44.148586570876724,1096.771799235931,514.0199449879719,147590.10972836436
VSL100334,23.82064283947333,3180.346762101871,1205.3640742261339,30889.01411956377
VSL100335,5.0894414716195016,3815.6596771216505,732.3876040981465,42395.86175204948
VSL100336,32.25038278130317,4550.066654430724,984.1360653379396,19304.024252804615
VSL100337,42.59356589926078,4969.63815157385,688.0779936024983,81138.38322130137
VSL100338,42.67565367665883,1749.8675816827977,714.9063522568619,167812.59865623078
VSL100339,20.13932231621326,2162.1345369426053,981.9676338137314,82323.6875542442
VSL100340,42.12791796607929,3020.119659834661,768.5303219257472,66697.14751920813
VSL100341,28.03975372937218,1101.9754508818542,868.9245729592301,140160.74456043288
VSL100342,27.434704925444404,4478.053563365242,619.4879507561277,84584.150766533
VSL100343,33.78475143075951,1359.7469380928376,988.2082854593929,15566.074109800773
VSL100344,7.054818606627091,913.1063695360626,793.1892993825909,94815.71527013686
VSL100345,46.182823818263934,3707.0791731175887,883.6289613787276,128125.17779391547
VSL100346,46.09392963031643,2060.197471752392,962.5703487339596,183302.2430086863
VSL100347,3.533994659547661,1892.2301837635869,292.6317579987966,96422.46836714225
VSL100348,28.673446974345197,827.7108395289174,1392.5075800483016,38528.08607855177
VSL100349,18.938061035814275,3656.1693344309992,347.4778942430211,176348.34904155825
VSL100350,22.350989378531715,1550.6989371609445,792.7613642170271,193778.81082815156
VSL100351,18.63747974271829,1925.686497492001,930.1819593162747,126262.52359155887
VSL100352,28.657092531122522,2810.7084023070847,1321.5178487899582,35240.23352821673
VSL100353,7.185660459609657,1935.7971353738774,1222.4458602042844,138793.04247481216
VSL100354,22.841102918627733,2528.2263850683594,801.3807365029721,156468.08154020086
VSL100355,10.083004116661067,3505.360890709947,1321.1698993734663,120533.14379949056
VSL100356,9.020939306591007,1774.5774667858107,1460.8483000019971,88153.6705629257
VSL100357,22.72237025713317,4584.534929486745,325.67719529864036,70896.02073363226
