berth_id,crane_id,operation_start,operation_end,containers_handled,crane_hours
10,47,2023-01-08 05:00:00,2023-01-08 08:00:00,2722,7.902350868267763
2,45,2023-01-08 06:00:00,2023-01-08 09:00:00,1128,6.646318248043386
20,6,2023-01-08 07:00:00,2023-01-08 12:00:00,951,7.721174878792615
13,7,2023-01-08 08:00:00,2023-01-08 11:00:00,227,9.96006176695012
6,32,2023-01-08 09:00:00,2023-01-08 16:00:00,1835,6.57236038854062
18,4,2023-01-08 10:00:00,2023-01-08 18:00:00,1595,2.1912493554894543
3,40,2023-01-08 11:00:00,2023-01-08 14:00:00,2118,3.14065828357006
20,49,2023-01-08 12:00:00,2023-01-08 14:00:00,2728,7.125516757244149
2,44,2023-01-08 13:00:00,2023-01-08 18:00:00,2413,5.2734121930983715
11,22,2023-01-08 14:00:00,2023-01-08 23:00:00,2139,2.118446346439498
12,9,2023-01-08 15:00:00,2023-01-08 22:00:00,1816,5.746325362010044
16,3,2023-01-08 16:00:00,2023-01-09 00:00:00,1871,3.481383728383829
18,15,2023-01-08 17:00:00,2023-01-09 01:00:00,1508,1.7651710396894003
19,4,2023-01-08 18:00:00,2023-01-09 00:00:00,1357,5.558803749143039
2,32,2023-01-08 19:00:00,2023-01-09 00:00:00,2881,9.713584407644442
21,43,2023-01-08 20:00:00,2023-01-08 23:00:00,771,4.5597215478266815
8,5,2023-01-08 21:00:00,2023-01-09 01:00:00,313,3.4978309911156695
13,17,2023-01-08 22:00:00,2023-01-09 05:00:00,1118,9.410631004299397
18,15,2023-01-08 23:00:00,2023-01-09 06:00:00,2069,7.521085965783842
23,59,2023-01-09 00:00:00,2023-01-09 02:00:00,2753,6.676173569813502
23,38,2023-01-09 01:00:00,2023-01-09 10:00:00,1033,6.949157580274598
23,17,2023-01-09 02:00:00,2023-01-09 09:00:00,743,7.679096518567666
8,39,2023-01-09 03:00:00,2023-01-09 09:00:00,1290,2.1031300151294383
14,51,2023-01-09 04:00:00,2023-01-09 09:00:00,1593,2.7489390490531713
2,18,2023-01-09 05:00:00,2023-01-09 08:00:00,2198,4.357946039669338
6,34,2023-01-09 06:00:00,2023-01-09 12:00:00,950,7.8031825827515995
14,8,2023-01-09 07:00:00,2023-01-09 09:00:00,1780,1.8034066733802518
13,39,2023-01-09 08:00:00,2023-01-09 17:00:00,2125,6.44263936254697
10,22,2023-01-09 09:00:00,2023-01-09 13:00:00,2335,6.043759700680257
8,28,2023-01-09 10:00:00,2023-01-09 14:00:00,676,5.3586059563245625
19,8,2023-01-09 11:00:00,2023-01-09 17:00:00,2616,2.2269275052664206
1,32,2023-01-09 12:00:00,2023-01-09 15:00:00,2406,9.57067579883869
15,42,2023-01-09 13:00:00,2023-01-09 15:00:00,2166,2.271198612965806
4,28,2023-01-09 14:00:00,2023-01-09 20:00:00,1981,1.5215492363060426
3,25,2023-01-09 15:00:00,2023-01-09 18:00:00,2631,8.474760387227025
14,35,2023-01-09 16:00:00,2023-01-10 01:00:00,337,4.010105471924528
16,44,2023-01-09 17:00:00,2023-01-09 19:00:00,2239,8.012004406570163
15,50,2023-01-09 18:00:00,2023-01-10 02:00:00,801,2.4482766263233695
21,6,2023-01-09 19:00:00,2023-01-10 04:00:00,2857,5.394431634578719
1,54,2023-01-09 20:00:00,2023-01-10 04:00:00,2345,5.090011035846718
11,3,2023-01-09 21:00:00,2023-01-10 01:00:00,410,3.171087140800097
21,30,2023-01-09 22:00:00,2023-01-10 01:00:00,2542,3.240067788402549
8,14,2023-01-09 23:00:00,2023-01-10 04:00:00,2628,2.133537468842991
2,26,2023-01-10 00:00:00,2023-01-10 04:00:00,2375,4.916286544407393
13,48,2023-01-10 01:00:00,2023-01-10 09:00:00,737,6.301545656610736
1,22,2023-01-10 02:00:00,2023-01-10 09:00:00,2849,3.040250890784505
17,34,2023-01-10 03:00:00,2023-01-10 10:00:00,2160,8.38258745461306
14,19,2023-01-10 04:00:00,2023-01-10 09:00:00,234,1.5938153452270063
2,10,2023-01-10 05:00:00,2023-01-10 14:00:00,2189,4.730642066076756
13,56,2023-01-10 06:00:00,2023-01-10 08:00:00,2949,3.0373151450174714
16,3,2023-01-10 07:00:00,2023-01-10 13:00:00,1955,7.5540624095199735
21,18,2023-01-10 08:00:00,2023-01-10 12:00:00,527,2.8331595700603662
21,13,2023-01-10 09:00:00,2023-01-10 13:00:00,1572,8.086224915189064
18,34,2023-01-10 10:00:00,2023-01-10 13:00:00,2995,1.4648657785885266
12,59,2023-01-10 11:00:00,2023-01-10 13:00:00,1345,4.279168177513714
18,48,2023-01-10 12:00:00,2023-01-10 15:00:00,1947,1.933342477535589
3,42,2023-01-10 13:00:00,2023-01-10 17:00:00,1459,2.490736872778793
5,57,2023-01-10 14:00:00,2023-01-10 19:00:00,604,8.684906974498464
6,49,2023-01-10 15:00:00,2023-01-10 18:00:00,1119,2.242056453384578
6,55,2023-01-10 16:00:00,2023-01-11 01:00:00,1535,8.449173503114793
8,9,2023-01-10 17:00:00,2023-01-10 19:00:00,2127,8.737317862641962
6,50,2023-01-10 18:00:00,2023-01-10 20:00:00,1822,4.708185732878233
18,55,2023-01-10 19:00:00,2023-01-11 02:00:00,678,2.2360806746618938
8,22,2023-01-10 20:00:00,2023-01-10 22:00:00,2389,1.1152190644614568
18,33,2023-01-10 21:00:00,2023-01-11 04:00:00,1205,8.104524421554578
13,42,2023-01-10 22:00:00,2023-01-11 05:00:00,557,4.286513923930547
21,19,2023-01-10 23:00:00,2023-01-11 05:00:00,169,9.563080463530898
14,56,2023-01-11 00:00:00,2023-01-11 06:00:00,1131,3.4114933574630495
2,58,2023-01-11 01:00:00,2023-01-11 09:00:00,922,5.792861800904871
19,47,2023-01-11 02:00:00,2023-01-11 09:00:00,2915,8.479078441302462
6,54,2023-01-11 03:00:00,2023-01-11 12:00:00,2953,1.8301192355596096
19,43,2023-01-11 04:00:00,2023-01-11 06:00:00,1227,2.2012482014158774
22,3,2023-01-11 05:00:00,2023-01-11 11:00:00,406,7.599280119711826
4,12,2023-01-11 06:00:00,2023-01-11 14:00:00,1843,6.383719851507933
21,4,2023-01-11 07:00:00,2023-01-11 10:00:00,1881,1.5469661581748353
10,15,2023-01-11 08:00:00,2023-01-11 10:00:00,2874,6.008115457162012
13,5,2023-01-11 09:00:00,2023-01-11 18:00:00,2491,8.85382641548151
1,53,2023-01-11 10:00:00,2023-01-11 18:00:00,1412,1.7256231003918558
23,4,2023-01-11 11:00:00,2023-01-11 18:00:00,1464,8.522084256802358
19,16,2023-01-11 12:00:00,2023-01-11 15:00:00,1084,2.281118183032938
22,53,2023-01-11 13:00:00,2023-01-11 19:00:00,1160,6.398554727456072
12,34,2023-01-11 14:00:00,2023-01-11 20:00:00,2973,2.644589712393539
23,1,2023-01-11 15:00:00,2023-01-11 22:00:00,1289,5.910504776488889
21,22,2023-01-11 16:00:00,2023-01-11 21:00:00,919,1.308072239426671
18,25,2023-01-11 17:00:00,2023-01-11 20:00:00,1910,3.7597333384408618
13,56,2023-01-11 18:00:00,2023-01-11 20:00:00,2143,8.372104264609092
13,5,2023-01-11 19:00:00,2023-01-11 22:00:00,1207,9.903059506495646
13,29,2023-01-11 20:00:00,2023-01-12 02:00:00,596,8.087741255132046
5,13,2023-01-11 21:00:00,2023-01-12 03:00:00,1717,4.9414828061805505
16,47,2023-01-11 22:00:00,2023-01-12 04:00:00,1414,6.533641717762477
10,35,2023-01-11 23:00:00,2023-01-12 01:00:00,633,5.416305289215833
22,3,2023-01-12 00:00:00,2023-01-12 03:00:00,983,3.000058521078838
19,11,2023-01-12 01:00:00,2023-01-12 07:00:00,265,4.086542948021396
24,50,2023-01-12 02:00:00,2023-01-12 06:00:00,2496,8.28728019879204
9,54,2023-01-12 03:00:00,2023-01-12 06:00:00,2351,6.411068976087476
3,9,2023-01-12 04:00:00,2023-01-12 12:00:00,1599,3.845684449711484
17,39,2023-01-12 05:00:00,2023-01-12 08:00:00,2476,8.976245385271234
10,16,2023-01-12 06:00:00,2023-01-12 08:00:00,1333,9.529208300416439
4,16,2023-01-12 07:00:00,2023-01-12 10:00:00,531,4.1455204443388975
19,53,2023-01-12 08:00:00,2023-01-12 11:00:00,782,3.8635099632956926
10,16,2023-01-12 09:00:00,2023-01-12 15:00:00,1624,3.2069603204047903
12,28,2023-01-12 10:00:00,2023-01-12 14:00:00,2358,9.336239778632393
10,36,2023-01-12 11:00:00,2023-01-12 19:00:00,2909,3.647170051041428
8,37,2023-01-12 12:00:00,2023-01-12 14:00:00,2140,8.178557791460504
21,30,2023-01-12 13:00:00,2023-01-12 21:00:00,755,1.1632856876256321
17,29,2023-01-12 14:00:00,2023-01-12 19:00:00,495,7.286642209486612
13,46,2023-01-12 15:00:00,2023-01-12 20:00:00,2729,2.6905594313140275
1,40,2023-01-12 16:00:00,2023-01-12 19:00:00,2513,7.965435511889995
23,19,2023-01-12 17:00:00,2023-01-12 22:00:00,914,3.259191842928639
17,7,2023-01-12 18:00:00,2023-01-13 02:00:00,2519,3.9783613694453215
17,51,2023-01-12 19:00:00,2023-01-12 21:00:00,2905,4.262267052249417
24,35,2023-01-12 20:00:00,2023-01-13 01:00:00,366,7.8312616732318725
20,8,2023-01-12 21:00:00,2023-01-13 03:00:00,2379,7.137852911573446
18,37,2023-01-12 22:00:00,2023-01-13 02:00:00,2537,6.879321391666985
11,42,2023-01-12 23:00:00,2023-01-13 08:00:00,2134,4.285888172381521
14,57,2023-01-13 00:00:00,2023-01-13 08:00:00,2354,8.508099832500616
24,33,2023-01-13 01:00:00,2023-01-13 05:00:00,2266,8.535331775987274
10,17,2023-01-13 02:00:00,2023-01-13 10:00:00,817,7.302987788677469
8,18,2023-01-13 03:00:00,2023-01-13 07:00:00,2539,8.610764522990262
19,22,2023-01-13 04:00:00,2023-01-13 06:00:00,2972,3.2827540358094964
12,35,2023-01-13 05:00:00,2023-01-13 14:00:00,209,3.394692113236748
14,49,2023-01-13 06:00:00,2023-01-13 13:00:00,1245,4.133228009233095
19,13,2023-01-13 07:00:00,2023-01-13 14:00:00,2390,1.7100768295835223
16,49,2023-01-13 08:00:00,2023-01-13 11:00:00,662,5.819170376768464
12,58,2023-01-13 09:00:00,2023-01-13 16:00:00,2319,4.594726236641549
24,4,2023-01-13 10:00:00,2023-01-13 17:00:00,1594,5.788846199197749
15,41,2023-01-13 11:00:00,2023-01-13 19:00:00,2252,6.43790351173469
7,11,2023-01-13 12:00:00,2023-01-13 14:00:00,953,9.765975321436686
9,45,2023-01-13 13:00:00,2023-01-13 20:00:00,2912,9.938809935434694
15,53,2023-01-13 14:00:00,2023-01-13 23:00:00,2527,8.421321700103178
14,28,2023-01-13 15:00:00,2023-01-13 20:00:00,145,2.015791349353643
15,3,2023-01-13 16:00:00,2023-01-13 21:00:00,2000,7.601784051072622
13,18,2023-01-13 17:00:00,2023-01-13 23:00:00,2759,7.608638921148846
7,52,2023-01-13 18:00:00,2023-01-14 01:00:00,2646,6.442334317754134
21,36,2023-01-13 19:00:00,2023-01-14 04:00:00,884,5.868769724904691
10,3,2023-01-13 20:00:00,2023-01-14 00:00:00,428,2.217982300040259
18,17,2023-01-13 21:00:00,2023-01-14 04:00:00,2598,2.3034751666789646
19,56,2023-01-13 22:00:00,2023-01-14 07:00:00,909,4.55205249741544
24,35,2023-01-13 23:00:00,2023-01-14 01:00:00,2571,2.049552842471215
8,53,2023-01-14 00:00:00,2023-01-14 05:00:00,1372,9.709186236232371
11,7,2023-01-14 01:00:00,2023-01-14 09:00:00,2613,2.044899429149811
18,28,2023-01-14 02:00:00,2023-01-14 11:00:00,2496,5.870186355173855
8,4,2023-01-14 03:00:00,2023-01-14 09:00:00,2585,1.6605780486570578
8,33,2023-01-14 04:00:00,2023-01-14 07:00:00,1951,9.867786980623391
19,9,2023-01-14 05:00:00,2023-01-14 08:00:00,2109,4.758420110343969
21,27,2023-01-14 06:00:00,2023-01-14 09:00:00,296,5.914644402200574
12,57,2023-01-14 07:00:00,2023-01-14 12:00:00,2402,8.680688061743464
23,24,2023-01-14 08:00:00,2023-01-14 13:00:00,1413,8.333306370417775
16,14,2023-01-14 09:00:00,2023-01-14 17:00:00,423,1.1017140603708175
23,13,2023-01-14 10:00:00,2023-01-14 14:00:00,574,5.949874976473827
24,45,2023-01-14 11:00:00,2023-01-14 19:00:00,488,1.4344980681143524
21,20,2023-01-14 12:00:00,2023-01-14 14:00:00,2638,3.4619067255132077
17,47,2023-01-14 13:00:00,2023-01-14 15:00:00,1442,4.06702020273614
9,45,2023-01-14 14:00:00,2023-01-14 18:00:00,2460,9.961323659715383
9,8,2023-01-14 15:00:00,2023-01-14 17:00:00,2436,6.074635670375346
20,10,2023-01-14 16:00:00,2023-01-14 22:00:00,1782,7.629295943171787
19,5,2023-01-14 17:00:00,2023-01-14 19:00:00,1157,2.095073924754956
8,55,2023-01-14 18:00:00,2023-01-15 02:00:00,2085,8.462749731265788
15,7,2023-01-14 19:00:00,2023-01-15 04:00:00,781,7.9488523392456525
1,20,2023-01-14 20:00:00,2023-01-15 05:00:00,110,3.202295523297111
22,59,2023-01-14 21:00:00,2023-01-15 01:00:00,2255,9.338042201431024
3,43,2023-01-14 22:00:00,2023-01-15 04:00:00,2680,6.79429944005955
4,30,2023-01-14 23:00:00,2023-01-15 05:00:00,2342,6.757032399852831
8,27,2023-01-15 00:00:00,2023-01-15 02:00:00,2239,3.8978119590967553
14,23,2023-01-15 01:00:00,2023-01-15 06:00:00,2564,9.68848882451214
14,22,2023-01-15 02:00:00,2023-01-15 10:00:00,1167,8.512233891859763
17,47,2023-01-15 03:00:00,2023-01-15 08:00:00,1512,2.20067162011676
