vessel_id,idle_hours,fuel_cost_per_hour_usd,co2_emission_kg_per_hour,total_delay_cost_usd,vessel_id_was_missing,idle_hours_was_missing,fuel_cost_per_hour_usd_was_missing,co2_emission_kg_per_hour_was_missing,total_delay_cost_usd_was_missing,vessel_id_was_missing_was_missing,idle_hours_was_missing_was_missing,fuel_cost_per_hour_usd_was_missing_was_missing,co2_emission_kg_per_hour_was_missing_was_missing,total_delay_cost_usd_was_missing_was_missing
VSL100042,35.47603562286654,2081.436492565006,359.9208076727342,136584.45811175276,0,0,0,0,0,0,0,0,0,0
VSL100043,15.06160296547644,2637.463243551828,426.2111884039838,115065.7829351768,0,0,0,0,0,0,0,0,0,0
VSL100044,27.78169550663703,4966.468526440894,770.0001013674548,182941.5203063939,0,0,0,0,0,0,0,0,0,0
VSL100045,47.16163770944318,3570.4055120673684,385.3927050070672,13778.201843867688,0,0,0,0,0,0,0,0,0,0
VSL100046,16.725472575589905,4241.324138634305,686.1902890341735,18725.79204666697,0,0,0,0,0,0,0,0,0,0
VSL100047,5.020868017059218,4713.066936040863,1033.7606917756675,101687.54003758718,0,0,0,0,0,0,0,0,0,0
VSL100048,31.90441339243632,4394.054435050548,706.8300482168056,94006.40898171828,0,0,0,0,0,0,0,0,0,0
VSL100049,33.833224162828444,2291.700177405039,225.45769500454497,38149.62077667444,0,0,0,0,0,0,0,0,0,0
VSL100050,17.443637665410428,1178.724295213159,203.8779066976101,43611.84212656816,0,0,0,0,0,0,0,0,0,0
VSL100051,0.8819521280362377,4969.165719583065,527.4820328961177,9325.300060232992,0,0,0,0,0,0,0,0,0,0
VSL100052,3.876958090103578,1856.8248992742829,1093.055433229894,190043.2312032631,0,0,0,0,0,0,0,0,0,0
VSL100053,46.55453628735158,4982.763222137062,920.285860368027,36855.54370308556,0,0,0,0,0,0,0,0,0,0
VSL100054,39.32880974597509,2170.517135802609,790.762844761374,187280.64070994584,0,0,0,0,0,0,0,0,0,0
VSL100055,19.611930217041703,4181.250153947238,975.7203636780652,151976.99685738573,0,0,0,0,0,0,0,0,0,0
VSL100056,32.84023222037394,4523.722661720332,1175.520977441597,79102.46094748075,0,0,0,0,0,0,0,0,0,0
VSL100057,18.63247076672041,1653.5480776800832,1128.253934570389,150611.2071480128,0,0,0,0,0,0,0,0,0,0
VSL100058,22.38283675431728,4626.535720256234,371.3396944094149,112188.80630971804,0,0,0,0,0,0,0,0,0,0
VSL100059,36.41142322556663,4011.783060970549,788.3110696370388,128422.85737872412,0,0,0,0,0,0,0,0,0,0
VSL100060,5.3255176741746215,2434.7597240281702,1144.3761026242748,199053.22143303184,0,0,0,0,0,0,0,0,0,0
VSL100061,22.920248574963697,4092.977471362654,590.4729857267203,155376.53073727168,0,0,0,0,0,0,0,0,0,0
VSL100062,23.48319942754928,1765.5623634842689,556.0126452576499,72633.57194498951,0,0,0,0,0,0,0,0,0,0
VSL100063,6.104476482259482,2692.3671890755204,824.9318794501655,104146.2348287933,0,0,0,0,0,0,0,0,0,0
VSL100064,25.292196123641915,1122.5682252938896,1367.5805813961329,81812.71791911132,0,0,0,0,0,0,0,0,0,0
VSL100065,20.750538307008192,2858.8748522456817,418.41696513856505,195119.96435034365,0,0,0,0,0,0,0,0,0,0
VSL100066,29.58804135165027,2754.188236386028,461.1966296522336,155341.97975255005,0,0,0,0,0,0,0,0,0,0
VSL100067,13.87708641333949,2196.269816923402,487.91211419036034,93475.99870362532,0,0,0,0,0,0,0,0,0,0
VSL100068,10.902413630737064,962.0231913885888,1107.639797903874,171539.51158645342,0,0,0,0,0,0,0,0,0,0
VSL100069,19.185251357135837,2048.224410501727,244.04206858829863,64349.97479985117,0,0,0,0,0,0,0,0,0,0
VSL100070,18.95970867094558,2678.594203111406,1260.5532670511516,189886.57374234777,0,0,0,0,0,0,0,0,0,0
VSL100071,43.129615385385975,1792.8439087826457,253.47128105717195,21581.13311449284,0,0,0,0,0,0,0,0,0,0
VSL100072,34.42791487371614,3253.8871596457834,306.2480184200081,129482.82713001627,0,0,0,0,0,0,0,0,0,0
VSL100073,24.43734106217063,3556.0846947292084,363.240862836971,166102.1484830394,0,0,0,0,0,0,0,0,0,0
VSL100074,12.94109874342836,1222.4516571985148,1346.3990372241396,172356.36258546845,0,0,0,0,0,0,0,0,0,0
VSL100075,17.161846154511004,4354.1617179815385,778.9394111264088,34460.57871285682,0,0,0,0,0,0,0,0,0,0
VSL100076,23.46184125735006,3714.844327315857,1154.0286138218205,167771.7687348515,0,0,0,0,0,0,0,0,0,0
VSL100077,8.6997208276899,3733.540091468496,1468.660041009937,151821.06229404785,0,0,0,0,0,0,0,0,0,0
VSL100078,32.32114654884162,2148.5864418364013,384.2363671879028,89981.14656826272,0,0,0,0,0,0,0,0,0,0
VSL100079,46.403791956152745,3699.6417736519898,1282.7415273377494,40817.30670019704,0,0,0,0,0,0,0,0,0,0
VSL100080,14.094027774811194,4984.832983374807,414.0165664372919,44651.41767870377,0,0,0,0,0,0,0,0,0,0
VSL100081,31.816818171271503,1266.6856257523764,576.1049959836588,92121.81886834971,0,0,0,0,0,0,0,0,0,0
VSL100082,36.502393720094446,1070.7745825185093,615.2144188272662,99993.53562304383,0,0,0,0,0,0,0,0,0,0
VSL100083,33.158327732749974,4289.488457688898,226.44408925000283,49860.072533731705,0,0,0,0,0,0,0,0,0,0
VSL100084,17.308162088378445,3644.0550176716,1499.538764679847,126083.51524025144,0,0,0,0,0,0,0,0,0,0
VSL100085,43.45967374535833,3608.727659808048,491.9217518989436,188633.61944955835,0,0,0,0,0,0,0,0,0,0
VSL100086,7.248439808278416,2395.983088633308,1034.3670522933853,115863.04320040254,0,0,0,0,0,0,0,0,0,0
VSL100087,1.5501522382421271,1230.6779602465772,1212.7372956951417,64519.73993700916,0,0,0,0,0,0,0,0,0,0
VSL100088,24.60102229204753,3429.4670498587598,996.2469042442896,13312.697035764726,0,0,0,0,0,0,0,0,0,0
VSL100089,16.31390055163382,3275.963796905045,1151.707870393378,17397.6179472023,0,0,0,0,0,0,0,0,0,0
VSL100090,47.22425315885146,4520.529420836869,1164.3720745944313,39981.00675532211,0,0,0,0,0,0,0,0,0,0
VSL100091,41.20822836296348,1513.9774973860644,976.2413363892924,190691.25515709392,0,0,0,0,0,0,0,0,0,0
VSL100092,22.35543663496101,4049.2285460307394,1265.0538583188263,111253.19811562044,0,0,0,0,0,0,0,0,0,0
VSL100093,10.859360437484586,3487.925144243472,710.9340804037133,175398.00191142684,0,0,0,0,0,0,0,0,0,0
VSL100094,3.823934497950109,4360.30678033649,763.3647577009527,44025.651213555226,0,0,0,0,0,0,0,0,0,0
VSL100095,35.15139518136024,3376.804432568112,384.5642513690837,11049.12863462207,0,0,0,0,0,0,0,0,0,0
VSL100096,2.3781939756071893,3478.126011375567,767.2331675601694,81226.07766653466,0,0,0,0,0,0,0,0,0,0
VSL100097,28.530174327129803,4343.172264810981,1007.4425277829756,198255.74383825783,0,0,0,0,0,0,0,0,0,0
VSL100098,40.57434852821778,1384.0867193646816,1157.4836525674166,129718.02006053126,0,0,0,0,0,0,0,0,0,0
VSL100099,42.60294078410211,804.1677333434426,1451.1757242475817,49002.9778300882,0,0,0,0,0,0,0,0,0,0
VSL100100,43.41819439153674,1485.1309763274548,248.97252955796063,198099.84575893695,0,0,0,0,0,0,0,0,0,0
VSL100101,35.072380388697944,4592.88784015576,659.3178346641431,143967.90213074032,0,0,0,0,0,0,0,0,0,0
VSL100102,23.931183863170222,3972.145915955828,1095.9264663750346,140518.74938858036,0,0,0,0,0,0,0,0,0,0
VSL100103,41.0790448336251,3917.827361538576,1209.6581521410335,54609.309848879966,0,0,0,0,0,0,0,0,0,0
VSL100104,43.64707896889166,2186.9279739693693,1115.3933403141946,46621.40934260683,0,0,0,0,0,0,0,0,0,0
VSL100105,5.140621839750251,3393.1019776982607,348.8721441696228,32083.303815183,0,0,0,0,0,0,0,0,0,0
VSL100106,23.360938426631197,1394.6451259379337,342.28581858044674,176185.4337680276,0,0,0,0,0,0,0,0,0,0
VSL100107,29.956242996188266,3527.738056685789,1344.4002992627388,147055.63180225936,0,0,0,0,0,0,0,0,0,0
VSL100108,44.4915590822215,2067.678508961634,435.1737846937443,76117.1412019156,0,0,0,0,0,0,0,0,0,0
VSL100109,11.374185346744731,2375.600084350856,834.6806388494791,106535.5803284528,0,0,0,0,0,0,0,0,0,0
VSL100110,1.5357995632861616,1230.1505958236994,1134.291211077772,141715.8091050253,0,0,0,0,0,0,0,0,0,0
VSL100111,19.41651997268255,3867.039733310965,895.7065737620479,110080.5067923653,0,0,0,0,0,0,0,0,0,0
VSL100112,8.364041921814565,1343.2754183333118,424.3976964630024,184511.8618713904,0,0,0,0,0,0,0,0,0,0
VSL100113,33.23681931403914,4056.221356604711,296.247038644298,145229.8929091877,0,0,0,0,0,0,0,0,0,0
VSL100114,0.205843072918757,4084.626846080059,421.1211441826629,157967.5078890067,0,0,0,0,0,0,0,0,0,0
VSL100115,19.9080360033064,3772.4054115286494,293.06955112987725,166254.66489878146,0,0,0,0,0,0,0,0,0,0
VSL100116,25.60298178008544,2993.233882894904,739.4135519642883,53499.92175708406,0,0,0,0,0,0,0,0,0,0
VSL100117,44.822303308809,3668.180178331853,748.4732766792657,48643.454500598986,0,0,0,0,0,0,0,0,0,0
VSL100118,12.679473656380074,2331.012876438718,1057.5023025906871,128300.39926785926,0,0,0,0,0,0,0,0,0,0
VSL100119,2.316189665020463,829.4406763783335,609.3877075778835,186712.40955477572,0,0,0,0,0,0,0,0,0,0
VSL100120,1.6613151914724575,3079.8285706292445,674.1989473304545,150368.7351800718,0,0,0,0,0,0,0,0,0,0
VSL100121,3.006638258862777,4316.016500085671,948.6594127143352,48704.41675999222,0,0,0,0,0,0,0,0,0,0
VSL100122,0.5632559158396404,2168.290078070446,1136.9339698032236,100221.04696412486,0,0,0,0,0,0,0,0,0,0
VSL100123,37.99940660594463,1925.8998541633532,647.1057543349771,45212.446025226825,0,0,0,0,0,0,0,0,0,0
VSL100124,46.01026144362698,4525.868322145373,821.0348379162563,108436.57323903302,0,0,0,0,0,0,0,0,0,0
VSL100125,27.030346349357565,4924.067742848024,960.2254001727928,100782.2115581821,0,0,0,0,0,0,0,0,0,0
VSL100126,24.93738855454084,847.1013808341171,720.6013610599459,16960.480353308347,0,0,0,0,0,0,0,0,0,0
VSL100127,23.561816109966585,1473.0468737189217,1019.179234276456,42258.8460653471,0,0,0,0,0,0,0,0,0,0
VSL100128,15.638305718365627,836.7792566962951,1028.7414067067998,24085.265200450925,0,0,0,0,0,0,0,0,0,0
VSL100129,47.52854706662838,3101.7000923387154,521.0007651011526,84612.26502716233,0,0,0,0,0,0,0,0,0,0
VSL100130,7.400492713537096,899.0842946547716,607.7667991675473,105194.39620103216,0,0,0,0,0,0,0,0,0,0
VSL100131,37.13002498386527,2031.8026782824995,756.3638507141712,132485.1465234566,0,0,0,0,0,0,0,0,0,0
VSL100132,2.1957958398313018,3334.5026316098074,954.1312298031278,83872.62684874443,0,0,0,0,0,0,0,0,0,0
VSL100133,20.535944208447305,3109.732095672025,473.2055495142941,144147.7021002041,0,0,0,0,0,0,0,0,0,0
VSL100134,47.69305353425222,4144.116591569808,797.3320674223859,73146.48662602034,0,0,0,0,0,0,0,0,0,0
VSL100135,28.42309707022869,3585.097342515868,933.9883634823042,173112.25478277486,0,0,0,0,0,0,0,0,0,0
VSL100136,4.278453290554239,4214.343247100392,421.7693895286895,20730.924978515854,0,0,0,0,0,0,0,0,0,0
VSL100137,20.777738776148635,3747.120356180519,883.9938389187326,128572.92735010426,0,0,0,0,0,0,0,0,0,0
VSL100138,30.27161051085131,1762.93351359937,650.6207805640739,98784.50060368342,0,0,0,0,0,0,0,0,0,0
VSL100139,44.06697257611841,3506.998824661017,1322.1430295698535,146325.7215518149,0,0,0,0,0,0,0,0,0,0
VSL100140,42.8084757896051,2054.512632622015,1438.5097004236,105435.02046633772,0,0,0,0,0,0,0,0,0,0
VSL100141,47.870723511919294,1105.1745573462083,1460.9501846082092,128694.11044429312,0,0,0,0,0,0,0,0,0,0
VSL100142,39.5121212831483,1110.4671197032494,659.9614530103067,133947.8398621687,0,0,0,0,0,0,0,0,0,0
VSL100143,1.2165127855949294,2376.259275551224,828.5737651428562,58642.26435005247,0,0,0,0,0,0,0,0,0,0
VSL100144,1.3884759612397186,1610.201878921298,1304.7053366543664,182034.0828485415,0,0,0,0,0,0,0,0,0,0
VSL100145,44.83257111950793,4870.793584211593,1055.0706479587302,23456.11926387465,0,0,0,0,0,0,0,0,0,0
VSL100146,19.08380064809983,2838.5427652441967,999.0866336072486,190433.31765505215,0,0,0,0,0,0,0,0,0,0
VSL100147,25.728318810627023,2577.460163765229,353.6046363727348,131286.55096142174,0,0,0,0,0,0,0,0,0,0
VSL100148,37.19282544635949,3063.806421464094,330.6882623515095,188156.58522919996,0,0,0,0,0,0,0,0,0,0
VSL100149,15.953819657548005,2126.584720219928,1224.2110394659917,43764.72086833998,0,0,0,0,0,0,0,0,0,0
VSL100150,12.705491987133074,3788.816824461164,720.457411293693,179750.68355788823,0,0,0,0,0,0,0,0,0,0
VSL100151,47.86312199534392,1699.5426256733945,864.8930343492417,195327.6798737429,0,0,0,0,0,0,0,0,0,0
VSL100152,27.52771585134623,4308.35000542574,1003.5814243888434,135936.15030691883,0,0,0,0,0,0,0,0,0,0
VSL100153,21.54889157975369,3743.369530849432,533.504779963542,161420.91774545948,0,0,0,0,0,0,0,0,0,0
VSL100154,39.95510602326228,3462.2816830200827,475.3761094254907,145342.00074844874,0,0,0,0,0,0,0,0,0,0
VSL100155,1.9255742280401016,2313.120697289469,1033.7812824254536,101120.59761212954,0,0,0,0,0,0,0,0,0,0
VSL100156,27.69249127256275,4936.537385725937,467.45444863802845,86315.86454779818,0,0,0,0,0,0,0,0,0,0
VSL100157,19.198644696924887,2962.0031444393453,203.62626630049616,120554.10078632648,0,0,0,0,0,0,0,0,0,0
VSL100158,38.01874028851111,3969.821179306246,1301.5820966247925,122205.63085323323,0,0,0,0,0,0,0,0,0,0
VSL100159,26.547460322032208,2312.660298696601,239.51240349494304,26948.22607254996,0,0,0,0,0,0,0,0,0,0
VSL100160,39.07690437207927,1032.1131002255154,750.3857372382372,13808.65784204303,0,0,0,0,0,0,0,0,0,0
VSL100161,43.72340686968588,2676.2384269937475,959.6552047759612,81638.72374374725,0,0,0,0,0,0,0,0,0,0
VSL100162,12.18492039445657,1119.7870980440548,689.31485197596,44763.08500207305,0,0,0,0,0,0,0,0,0,0
VSL100163,24.84954679626096,1920.5330753425117,558.4912973273927,59608.70078932257,0,0,0,0,0,0,0,0,0,0
VSL100164,43.48876748597728,2307.4794639977763,775.141346393518,170709.85158272542,0,0,0,0,0,0,0,0,0,0
VSL100165,40.41011998108097,1040.927125425329,673.243869424241,42120.43888235705,0,0,0,0,0,0,0,0,0,0
VSL100166,25.26856349696483,1659.233121747417,953.2736129216448,185166.27009224443,0,0,0,0,0,0,0,0,0,0
VSL100167,32.42580790435651,1554.6061204016648,712.381329617531,66436.79498971063,0,0,0,0,0,0,0,0,0,0
VSL100168,14.272249200950531,3205.5620107345,1023.1047527811976,88691.37925968925,0,0,0,0,0,0,0,0,0,0
VSL100169,38.99582263102965,3623.9745289613816,1398.8053168521103,24463.435653937817,0,0,0,0,0,0,0,0,0,0
VSL100170,26.89952414700056,3309.2415461541364,1199.8280352151587,167414.9228970809,0,0,0,0,0,0,0,0,0,0
VSL100171,26.10243610926207,2213.507819123342,966.1395432952584,121101.37551066796,0,0,0,0,0,0,0,0,0,0
VSL100172,26.54743450138429,4057.505565597526,661.1466714582264,68450.02928678237,0,0,0,0,0,0,0,0,0,0
VSL100173,16.588784149331218,1514.319795051122,871.9777297599628,60185.32442312353,0,0,0,0,0,0,0,0,0,0
VSL100174,41.78014114764161,1755.876835873833,405.67980178440206,102988.65056817088,0,0,0,0,0,0,0,0,0,0
VSL100175,6.755503835295032,2716.032608379401,475.84394440907,199734.1764707676,0,0,0,0,0,0,0,0,0,0
VSL100176,9.637057509688836,4043.3419985618,623.5196694009414,189679.69048099517,0,0,0,0,0,0,0,0,0,0
VSL100177,3.5471048012125106,3631.708710504096,711.3757505591673,185369.9818116637,0,0,0,0,0,0,0,0,0,0
VSL100178,18.82875291715053,1331.7552510410958,416.4297222613062,76617.39875869539,0,0,0,0,0,0,0,0,0,0
VSL100179,23.044289051628,2433.3093885471358,1321.3219092312097,75435.9935172644,0,0,0,0,0,0,0,0,0,0
VSL100180,35.01318969313046,1150.839809691574,1016.4529502499602,142767.8319409617,0,0,0,0,0,0,0,0,0,0
VSL100181,2.4944935572481004,3332.652667732313,297.707368570176,37080.36390721604,0,0,0,0,0,0,0,0,0,0
VSL100182,0.3104815308574125,2083.918591183469,1222.395434017542,125694.77755351916,0,0,0,0,0,0,0,0,0,0
VSL100183,6.718071712056318,2654.7789174116588,357.0719790707574,146627.36997283867,0,0,0,0,0,0,0,0,0,0
VSL100184,6.956984917044936,4529.116857136307,952.0520443805603,91539.33477224066,0,0,0,0,0,0,0,0,0,0
VSL100185,5.7137191490550805,878.3753710181772,609.8729591481715,151686.22644524882,0,0,0,0,0,0,0,0,0,0
VSL100186,2.263098380750895,4785.762202285658,325.73693056915266,20313.730674169597,0,0,0,0,0,0,0,0,0,0
VSL100187,22.627890383504123,2687.3675866782883,1287.36499572908,19443.16142030489,0,0,0,0,0,0,0,0,0,0
VSL100188,37.00206126157084,2796.620710177802,756.4269996205638,38515.63355054465,0,0,0,0,0,0,0,0,0,0
VSL100189,21.533187812695523,866.996296495313,939.8240837211118,16168.658656487023,0,0,0,0,0,0,0,0,0,0
VSL100190,28.20795852531472,1503.6228657094266,539.7658961225675,95150.46016127996,0,0,0,0,0,0,0,0,0,0
VSL100191,23.56743511195306,2541.57369257866,809.0079345232158,91930.84828209036,0,0,0,0,0,0,0,0,0,0
VSL100192,38.16495039524796,1459.7161608106023,747.9458816468773,110359.00261361776,0,0,0,0,0,0,0,0,0,0
VSL100193,22.026335042526423,2671.303643732047,620.5030931437949,100400.9582219829,0,0,0,0,0,0,0,0,0,0
VSL100194,30.378382795460613,1129.8591998458137,848.856571469028,65160.27217041314,0,0,0,0,0,0,0,0,0,0
VSL100195,0.1040022643652598,3560.1180213539133,678.4116093790346,151618.28364865851,0,0,0,0,0,0,0,0,0,0
VSL100196,39.63552079024447,3952.3469552412616,558.3073265648484,63190.90542540782,0,0,0,0,0,0,0,0,0,0
VSL100197,16.480235435483188,1607.459121636069,1064.5623019469754,10750.71236563648,0,0,0,0,0,0,0,0,0,0
VSL100198,3.807930279311787,2053.2685184421043,305.7126938035692,22893.192427371938,0,0,0,0,0,0,0,0,0,0
VSL100199,46.28204812522523,2101.771455429919,616.6271275116904,68872.99465886732,0,0,0,0,0,0,0,0,0,0
VSL100200,0.0764094034821525,2670.829757781147,1440.5904398154075,154485.65905395497,0,0,0,0,0,0,0,0,0,0
VSL100201,19.91768120672356,4495.834022265904,517.3539634061167,160472.9018722433,0,0,0,0,0,0,0,0,0,0
VSL100202,43.80345514883526,4462.211664504138,495.8823931464119,82850.60594603492,0,0,0,0,0,0,0,0,0,0
VSL100203,44.35213452214332,4308.726908399287,291.3789591501751,179339.68629900695,0,0,0,0,0,0,0,0,0,0
VSL100204,37.176741317608425,3896.092288504437,237.6599795101341,42059.57640867475,0,0,0,0,0,0,0,0,0,0
VSL100205,39.62676415819698,4049.153227289829,558.6852985443519,134514.4817391435,0,0,0,0,0,0,0,0,0,0
VSL100206,7.517055884955367,1059.4402050797314,809.3867810698192,64718.81910934655,0,0,0,0,0,0,0,0,0,0
VSL100207,21.466676058518985,4475.820227238668,223.84910430519352,58897.57348602413,0,0,0,0,0,0,0,0,0,0
VSL100208,18.348571131820165,4659.589675906863,615.4545954469722,28302.698865992264,0,0,0,0,0,0,0,0,0,0
VSL100209,10.095312997926468,1893.001693296453,906.1005165030308,17928.298783522518,0,0,0,0,0,0,0,0,0,0
VSL100210,1.562334979496894,3444.5711351926307,439.6497398610925,110639.45772028288,0,0,0,0,0,0,0,0,0,0
VSL100211,5.101042833913295,1022.5114210378968,372.0611542531467,88894.04573382465,0,0,0,0,0,0,0,0,0,0
VSL100212,10.89611530424196,1434.2259693340611,1325.0385264361228,34229.95966780605,0,0,0,0,0,0,0,0,0,0
VSL100213,14.329342617045333,3373.0133230905053,1271.4082040990454,150994.504337406,0,0,0,0,0,0,0,0,0,0
VSL100214,0.1445478677724718,2467.9530696000397,1370.4239156080512,22393.144422803245,0,0,0,0,0,0,0,0,0,0
VSL100215,5.066987621346458,4878.8147582614,1475.9116735483526,185786.88436232603,0,0,0,0,0,0,0,0,0,0
VSL100216,28.64134757897401,3325.9591477730646,480.2196524074136,99301.05350536056,0,0,0,0,0,0,0,0,0,0
VSL100217,21.111507162527992,3224.1672576453398,1497.7533865300554,65605.66597629258,0,0,0,0,0,0,0,0,0,0
VSL100218,33.86644056666915,4686.1607270719305,1101.7961872078913,82474.59612687008,0,0,0,0,0,0,0,0,0,0
VSL100219,34.70884552384901,2544.223631000737,959.6000076658102,136751.33165278053,0,0,0,0,0,0,0,0,0,0
VSL100220,46.55686438051161,1793.0139386156968,541.1272056603977,90410.23187539712,0,0,0,0,0,0,0,0,0,0
VSL100221,19.90504590029284,1479.0689472786655,329.5014012946981,37020.57066954911,0,0,0,0,0,0,0,0,0,0
VSL100222,5.716862024486884,1108.8250674586711,1074.1012573340474,96804.72440025712,0,0,0,0,0,0,0,0,0,0
VSL100223,11.11501021635541,2819.862081606703,646.8105704701144,55680.92261538856,0,0,0,0,0,0,0,0,0,0
VSL100224,2.487891684904156,3797.2827131842378,1246.3474015192548,125611.31893426322,0,0,0,0,0,0,0,0,0,0
VSL100225,45.58215020865883,2463.2193271036103,627.0653028809254,69853.90099265001,0,0,0,0,0,0,0,0,0,0
VSL100226,11.152555678481985,2678.345132198624,213.52441351400236,17752.96737511259,0,0,0,0,0,0,0,0,0,0
VSL100227,27.49505466944768,2298.4373664642007,480.9596973422057,54031.89654262958,0,0,0,0,0,0,0,0,0,0
VSL100228,21.757747038665592,4044.595422641103,1103.351763860364,180687.38486050096,0,0,0,0,0,0,0,0,0,0
VSL100229,24.35894173083388,4284.305757116928,538.2072222915677,167593.00242368475,0,0,0,0,0,0,0,0,0,0
