timestamp,yard_capacity_teu,yard_occupied_teu,gate_in_trucks,gate_out_trucks,avg_truck_wait_min,timestamp_was_missing,yard_capacity_teu_was_missing,yard_occupied_teu_was_missing,gate_in_trucks_was_missing,gate_out_trucks_was_missing,avg_truck_wait_min_was_missing,yard_utilization_ratio,timestamp_was_missing_was_missing,yard_capacity_teu_was_missing_was_missing,yard_occupied_teu_was_missing_was_missing,gate_in_trucks_was_missing_was_missing,gate_out_trucks_was_missing_was_missing,avg_truck_wait_min_was_missing_was_missing,yard_utilization_ratio_was_missing
2023-01-01 01:50:00+00:00,33261,22404,871,740,89.68630214120797,0,0,0,0,0,0,0.6735816722287363,0,0,0,0,0,0,0
2023-01-01 01:55:00+00:00,48008,44111,805,645,40.653759031192486,0,0,0,0,0,0,0.9188260289951675,0,0,0,0,0,0,0
2023-01-01 02:00:00+00:00,43091,42424,564,1058,28.566941030843942,0,0,0,0,0,0,0.984521129702258,0,0,0,0,0,0,0
2023-01-01 02:05:00+00:00,32615,37099,757,511,59.38212590767085,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 02:10:00+00:00,49787,31386,383,662,69.09526770052122,0,0,0,0,0,0,0.6304055275473517,0,0,0,0,0,0,0
2023-01-01 02:15:00+00:00,36132,22229,523,815,67.0448981906363,0,0,0,0,0,0,0.6152164286505037,0,0,0,0,0,0,0
2023-01-01 02:20:00+00:00,47507,31905,668,108,68.41372111374594,0,0,0,0,0,0,0.6715852400698844,0,0,0,0,0,0,0
2023-01-01 02:25:00+00:00,46397,29824,564,807,52.08011790776957,0,0,0,0,0,0,0.6428001810461883,0,0,0,0,0,0,0
2023-01-01 02:30:00+00:00,37934,16043,286,224,66.9891115176949,0,0,0,0,0,0,0.4229187536247166,0,0,0,0,0,0,0
2023-01-01 02:35:00+00:00,28884,25110,508,1189,43.44021020655277,0,0,0,0,0,0,0.8693394266722061,0,0,0,0,0,0,0
2023-01-01 02:40:00+00:00,33118,25965,1168,58,47.3506132204172,0,0,0,0,0,0,0.7840147351893231,0,0,0,0,0,0,0
2023-01-01 02:45:00+00:00,20522,6173,213,444,63.00115835576127,0,0,0,0,0,0,0.30079914238378325,0,0,0,0,0,0,0
2023-01-01 02:50:00+00:00,30337,32258,51,605,52.09560226998252,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 02:55:00+00:00,40735,40230,298,680,32.79721653487418,0,0,0,0,0,0,0.987602798576163,0,0,0,0,0,0,0
2023-01-01 03:00:00+00:00,46869,28251,219,254,68.31369455990765,0,0,0,0,0,0,0.6027651539397043,0,0,0,0,0,0,0
2023-01-01 03:05:00+00:00,29639,16156,971,909,51.604454246144,0,0,0,0,0,0,0.5450926144606768,0,0,0,0,0,0,0
2023-01-01 03:10:00+00:00,39381,13685,517,1076,57.26516193369916,0,0,0,0,0,0,0.3475026027779894,0,0,0,0,0,0,0
2023-01-01 03:15:00+00:00,47716,39756,1164,889,69.94529442034086,0,0,0,0,0,0,0.8331796462402549,0,0,0,0,0,0,0
2023-01-01 03:20:00+00:00,27660,7669,838,255,8.916127472189125,0,0,0,0,0,0,0.2772595806218366,0,0,0,0,0,0,0
2023-01-01 03:25:00+00:00,45720,6798,658,89,31.12335052881325,0,0,0,0,0,0,0.14868766404199474,0,0,0,0,0,0,0
2023-01-01 03:30:00+00:00,45405,24941,1085,951,88.79172785977053,0,0,0,0,0,0,0.5493007378042066,0,0,0,0,0,0,0
2023-01-01 03:35:00+00:00,24953,27018,742,449,75.25309311945672,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 03:40:00+00:00,37887,8114,553,1017,55.63060975580956,0,0,0,0,0,0,0.21416316942486868,0,0,0,0,0,0,0
2023-01-01 03:45:00+00:00,34096,5914,719,549,22.1497274767333,0,0,0,0,0,0,0.17345143125293289,0,0,0,0,0,0,0
2023-01-01 03:50:00+00:00,29517,44462,448,182,61.19487201751546,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 03:55:00+00:00,43998,7016,819,530,59.268370249201965,0,0,0,0,0,0,0.15946179371789626,0,0,0,0,0,0,0
2023-01-01 04:00:00+00:00,31089,22365,1174,1029,53.82493332329011,0,0,0,0,0,0,0.7193862781047959,0,0,0,0,0,0,0
2023-01-01 04:05:00+00:00,49542,8510,869,458,86.52392208598037,0,0,0,0,0,0,0.17177344475394615,0,0,0,0,0,0,0
2023-01-01 04:10:00+00:00,33967,29150,1101,221,40.73723133572498,0,0,0,0,0,0,0.8581858863014102,0,0,0,0,0,0,0
2023-01-01 04:15:00+00:00,42389,19023,747,1022,44.97380955181383,0,0,0,0,0,0,0.4487720870980679,0,0,0,0,0,0,0
2023-01-01 04:20:00+00:00,23310,31869,1002,756,32.47796535057498,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 04:25:00+00:00,43625,15509,368,57,60.656109209624695,0,0,0,0,0,0,0.35550716332378224,0,0,0,0,0,0,0
2023-01-01 04:30:00+00:00,47811,11933,572,1154,20.86574801630905,0,0,0,0,0,0,0.2495869151450503,0,0,0,0,0,0,0
2023-01-01 04:35:00+00:00,23465,41095,1189,619,49.69421693514887,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 04:40:00+00:00,32686,14467,405,194,68.9836674427955,0,0,0,0,0,0,0.442605396805972,0,0,0,0,0,0,0
2023-01-01 04:45:00+00:00,43561,43068,172,989,37.19519147762815,0,0,0,0,0,0,0.9886825371318381,0,0,0,0,0,0,0
2023-01-01 04:50:00+00:00,41437,38543,250,205,75.28550322032399,0,0,0,0,0,0,0.9301590366097932,0,0,0,0,0,0,0
2023-01-01 04:55:00+00:00,37981,47088,1005,1131,25.081541275344385,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 05:00:00+00:00,25207,9905,286,899,38.00028194066228,0,0,0,0,0,0,0.3929464037767287,0,0,0,0,0,0,0
2023-01-01 05:05:00+00:00,24199,22545,1146,819,31.15089574209148,0,0,0,0,0,0,0.9316500681846357,0,0,0,0,0,0,0
2023-01-01 05:10:00+00:00,41483,37094,1010,374,72.17230221088143,0,0,0,0,0,0,0.894197623122725,0,0,0,0,0,0,0
2023-01-01 05:15:00+00:00,47048,28283,609,788,44.039436590676935,0,0,0,0,0,0,0.6011520149634416,0,0,0,0,0,0,0
2023-01-01 05:20:00+00:00,42656,39096,911,165,22.625523424906195,0,0,0,0,0,0,0.9165416354088523,0,0,0,0,0,0,0
2023-01-01 05:25:00+00:00,38393,7658,59,318,5.02774738009408,0,0,0,0,0,0,0.19946344385695308,0,0,0,0,0,0,0
2023-01-01 05:30:00+00:00,39972,7324,475,1124,89.10169432930826,0,0,0,0,0,0,0.18322825978184729,0,0,0,0,0,0,0
2023-01-01 05:35:00+00:00,26062,17658,430,349,5.148354683015054,0,0,0,0,0,0,0.6775381781904689,0,0,0,0,0,0,0
2023-01-01 05:40:00+00:00,25899,47463,672,626,16.47585781097431,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 05:45:00+00:00,37965,34698,791,62,31.48664122884585,0,0,0,0,0,0,0.9139470564994073,0,0,0,0,0,0,0
2023-01-01 05:50:00+00:00,35133,45771,1041,1140,66.5786786095828,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 05:55:00+00:00,43949,37736,462,983,36.68858900137458,0,0,0,0,0,0,0.858631595713213,0,0,0,0,0,0,0
2023-01-01 06:00:00+00:00,42875,28960,557,419,77.13079931404795,0,0,0,0,0,0,0.6754518950437318,0,0,0,0,0,0,0
2023-01-01 06:05:00+00:00,25566,43322,554,657,5.125909247515319,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 06:10:00+00:00,40706,11544,433,604,36.69929502917164,0,0,0,0,0,0,0.28359455608509804,0,0,0,0,0,0,0
2023-01-01 06:15:00+00:00,45689,36847,99,1013,39.2712140054576,0,0,0,0,0,0,0.8064742060452188,0,0,0,0,0,0,0
2023-01-01 06:20:00+00:00,38093,9436,675,985,23.037527447692987,0,0,0,0,0,0,0.247709552936235,0,0,0,0,0,0,0
2023-01-01 06:25:00+00:00,37558,32847,194,273,76.31680655945213,0,0,0,0,0,0,0.8745673358538794,0,0,0,0,0,0,0
2023-01-01 06:30:00+00:00,42858,36918,1061,100,22.105884124227945,0,0,0,0,0,0,0.8614027719445612,0,0,0,0,0,0,0
2023-01-01 06:35:00+00:00,33410,37020,853,166,24.027390205419035,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 06:40:00+00:00,47237,20173,314,663,61.33149128175953,0,0,0,0,0,0,0.4270592967377268,0,0,0,0,0,0,0
2023-01-01 06:45:00+00:00,41056,22567,925,1000,39.46708721493607,0,0,0,0,0,0,0.5496638737334373,0,0,0,0,0,0,0
2023-01-01 06:50:00+00:00,46375,27427,335,226,75.36015519765773,0,0,0,0,0,0,0.5914177897574124,0,0,0,0,0,0,0
2023-01-01 06:55:00+00:00,27208,9467,825,560,33.67738675089306,0,0,0,0,0,0,0.34794913260805643,0,0,0,0,0,0,0
2023-01-01 07:00:00+00:00,47135,22662,813,654,57.98072932036857,0,0,0,0,0,0,0.4807892224461653,0,0,0,0,0,0,0
2023-01-01 07:05:00+00:00,37744,24947,1101,1060,85.74619603969552,0,0,0,0,0,0,0.6609527342094108,0,0,0,0,0,0,0
2023-01-01 07:10:00+00:00,44097,16058,1153,944,74.04165438426263,0,0,0,0,0,0,0.3641517563553076,0,0,0,0,0,0,0
2023-01-01 07:15:00+00:00,24840,43998,553,390,83.73820044200727,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 07:20:00+00:00,32262,26805,1032,426,65.47206863445138,0,0,0,0,0,0,0.8308536358564255,0,0,0,0,0,0,0
2023-01-01 07:25:00+00:00,32176,9880,1170,562,83.02909735634296,0,0,0,0,0,0,0.3070611636001989,0,0,0,0,0,0,0
2023-01-01 07:30:00+00:00,45733,25124,67,614,61.11994849216671,0,0,0,0,0,0,0.5493626046837076,0,0,0,0,0,0,0
2023-01-01 07:35:00+00:00,49985,14287,1149,403,37.132482075888674,0,0,0,0,0,0,0.2858257477243173,0,0,0,0,0,0,0
2023-01-01 07:40:00+00:00,49463,23257,378,122,13.825634141915776,0,0,0,0,0,0,0.470189838869458,0,0,0,0,0,0,0
2023-01-01 07:45:00+00:00,43969,47668,212,573,66.44251194121162,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 07:50:00+00:00,49698,20934,620,764,46.5748947316567,0,0,0,0,0,0,0.4212241941325607,0,0,0,0,0,0,0
2023-01-01 07:55:00+00:00,29537,15637,477,1021,28.68192709832369,0,0,0,0,0,0,0.5294037986254528,0,0,0,0,0,0,0
2023-01-01 08:00:00+00:00,39559,46483,522,987,82.34391369545956,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 08:05:00+00:00,35691,32323,192,995,62.97034218951371,0,0,0,0,0,0,0.9056344736768372,0,0,0,0,0,0,0
2023-01-01 08:10:00+00:00,49057,14068,738,497,17.170721431004054,0,0,0,0,0,0,0.28676845302403325,0,0,0,0,0,0,0
2023-01-01 08:15:00+00:00,42801,5485,199,1187,19.61600002835482,0,0,0,0,0,0,0.12815121142029393,0,0,0,0,0,0,0
2023-01-01 08:20:00+00:00,35764,47462,1033,806,83.68471650380852,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 08:25:00+00:00,23076,44540,573,332,88.11084279457677,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 08:30:00+00:00,29266,26015,1094,503,25.165480414318623,0,0,0,0,0,0,0.8889154650447618,0,0,0,0,0,0,0
2023-01-01 08:35:00+00:00,43710,5312,661,193,29.74873805918152,0,0,0,0,0,0,0.12152825440402654,0,0,0,0,0,0,0
2023-01-01 08:40:00+00:00,28741,41107,479,720,62.29365422592579,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 08:45:00+00:00,26792,10380,1160,103,62.79253733903092,0,0,0,0,0,0,0.3874290833084503,0,0,0,0,0,0,0
2023-01-01 08:50:00+00:00,41886,21536,252,1013,44.625977203616586,0,0,0,0,0,0,0.5141574750513298,0,0,0,0,0,0,0
2023-01-01 08:55:00+00:00,28873,35883,749,1097,26.061078579872422,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 09:00:00+00:00,24430,37469,1045,1013,89.34283297921112,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 09:05:00+00:00,38318,28500,147,61,40.79337745102232,0,0,0,0,0,0,0.7437757711780364,0,0,0,0,0,0,0
2023-01-01 09:10:00+00:00,43611,21120,748,608,57.81557969650489,0,0,0,0,0,0,0.4842814886152576,0,0,0,0,0,0,0
2023-01-01 09:15:00+00:00,46560,44115,654,55,15.635460587466524,0,0,0,0,0,0,0.9474871134020618,0,0,0,0,0,0,0
2023-01-01 09:20:00+00:00,37167,19778,972,1119,82.32272978818717,0,0,0,0,0,0,0.5321387252132268,0,0,0,0,0,0,0
2023-01-01 09:25:00+00:00,24785,12159,228,65,8.031633968130267,0,0,0,0,0,0,0.4905789792213032,0,0,0,0,0,0,0
2023-01-01 09:30:00+00:00,27466,46990,556,153,58.553140261906,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 09:35:00+00:00,41658,11714,482,1046,9.411747802247564,0,0,0,0,0,0,0.28119448845359835,0,0,0,0,0,0,0
2023-01-01 09:40:00+00:00,38716,45422,1086,542,54.70124825771328,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 09:45:00+00:00,25967,43548,486,451,79.80926535639679,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 09:50:00+00:00,49540,43481,563,466,53.65777199129967,0,0,0,0,0,0,0.8776947920872022,0,0,0,0,0,0,0
2023-01-01 09:55:00+00:00,21575,13234,449,180,33.44741702317741,0,0,0,0,0,0,0.6133951332560834,0,0,0,0,0,0,0
2023-01-01 10:00:00+00:00,46292,29620,945,738,50.61888096277327,0,0,0,0,0,0,0.6398513782078977,0,0,0,0,0,0,0
2023-01-01 10:05:00+00:00,47954,36387,504,904,25.017956190565823,0,0,0,0,0,0,0.7587896734370438,0,0,0,0,0,0,0
2023-01-01 10:10:00+00:00,31257,42096,135,211,7.641141302559689,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 10:15:00+00:00,42968,34416,339,849,84.83381026840566,0,0,0,0,0,0,0.8009681623533793,0,0,0,0,0,0,0
2023-01-01 10:20:00+00:00,35760,6618,723,556,82.17079571866928,0,0,0,0,0,0,0.18506711409395973,0,0,0,0,0,0,0
2023-01-01 10:25:00+00:00,34417,16600,962,940,66.11834460676265,0,0,0,0,0,0,0.48231978382775953,0,0,0,0,0,0,0
2023-01-01 10:30:00+00:00,44714,32332,405,1072,11.149088183273982,0,0,0,0,0,0,0.723084492552668,0,0,0,0,0,0,0
2023-01-01 10:35:00+00:00,40632,42683,661,845,61.39262384626769,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 10:40:00+00:00,27347,38188,563,825,13.330463693734044,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 10:45:00+00:00,21862,32985,983,327,20.37414395462227,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 10:50:00+00:00,45234,44148,711,670,88.55357696990406,0,0,0,0,0,0,0.9759915108104523,0,0,0,0,0,0,0
2023-01-01 10:55:00+00:00,47776,8382,1156,66,23.673018504754843,0,0,0,0,0,0,0.17544373744139316,0,0,0,0,0,0,0
2023-01-01 11:00:00+00:00,37740,32935,600,777,89.73307495556755,0,0,0,0,0,0,0.8726815050344462,0,0,0,0,0,0,0
2023-01-01 11:05:00+00:00,44400,43365,899,166,40.03711506420317,0,0,0,0,0,0,0.9766891891891892,0,0,0,0,0,0,0
2023-01-01 11:10:00+00:00,22053,27449,970,1148,88.23387874790443,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 11:15:00+00:00,27077,7026,324,759,79.37904206705608,0,0,0,0,0,0,0.2594822173800643,0,0,0,0,0,0,0
2023-01-01 11:20:00+00:00,49604,6946,272,365,59.833234187514485,0,0,0,0,0,0,0.1400290299169422,0,0,0,0,0,0,0
2023-01-01 11:25:00+00:00,47018,30975,732,892,57.361312428702526,0,0,0,0,0,0,0.6587902505423455,0,0,0,0,0,0,0
2023-01-01 11:30:00+00:00,46497,30977,237,1051,8.683950028914182,0,0,0,0,0,0,0.6662150246252446,0,0,0,0,0,0,0
2023-01-01 11:35:00+00:00,32684,35395,1141,120,65.05137820231273,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 11:40:00+00:00,21301,24664,305,909,33.339899494015654,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 11:45:00+00:00,31244,12420,913,428,41.954710621311854,0,0,0,0,0,0,0.3975163231340417,0,0,0,0,0,0,0
2023-01-01 11:50:00+00:00,48359,20741,85,983,12.454514966692525,0,0,0,0,0,0,0.428896379164168,0,0,0,0,0,0,0
2023-01-01 11:55:00+00:00,36196,36412,460,303,7.771502888730361,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 12:00:00+00:00,23059,11140,275,1089,65.04510753126382,0,0,0,0,0,0,0.483108547638666,0,0,0,0,0,0,0
2023-01-01 12:05:00+00:00,42892,27920,134,956,63.754509427123566,0,0,0,0,0,0,0.6509372377133265,0,0,0,0,0,0,0
2023-01-01 12:10:00+00:00,27897,44655,857,670,88.48093650039121,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 12:15:00+00:00,28751,5966,348,885,43.225486450151976,0,0,0,0,0,0,0.20750582588431707,0,0,0,0,0,0,0
2023-01-01 12:20:00+00:00,28696,38669,378,1124,8.118928272809978,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 12:25:00+00:00,41481,12343,853,78,37.925457661166746,0,0,0,0,0,0,0.29755791808297777,0,0,0,0,0,0,0
2023-01-01 12:30:00+00:00,22079,41107,853,682,74.5684128402715,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 12:35:00+00:00,39145,8668,52,287,81.22348512321828,0,0,0,0,0,0,0.2214331332226338,0,0,0,0,0,0,0
2023-01-01 12:40:00+00:00,20925,20379,587,281,68.0924919726037,0,0,0,0,0,0,0.9739068100358423,0,0,0,0,0,0,0
2023-01-01 12:45:00+00:00,44626,40521,1043,174,41.95634464226615,0,0,0,0,0,0,0.9080132658091695,0,0,0,0,0,0,0
2023-01-01 12:50:00+00:00,37915,19368,1047,287,45.55988404451933,0,0,0,0,0,0,0.5108268495318475,0,0,0,0,0,0,0
2023-01-01 12:55:00+00:00,39014,44676,654,105,34.62641354572556,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 13:00:00+00:00,38909,38846,239,257,37.8388606379677,0,0,0,0,0,0,0.998380837338405,0,0,0,0,0,0,0
2023-01-01 13:05:00+00:00,32898,41453,295,176,72.38734656227659,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 13:10:00+00:00,25644,22272,324,562,33.9702297613214,0,0,0,0,0,0,0.8685072531586336,0,0,0,0,0,0,0
2023-01-01 13:15:00+00:00,25871,15072,488,746,38.07265415177994,0,0,0,0,0,0,0.582582814734645,0,0,0,0,0,0,0
2023-01-01 13:20:00+00:00,46103,19093,186,959,84.38388081650214,0,0,0,0,0,0,0.4141379085959699,0,0,0,0,0,0,0
2023-01-01 13:25:00+00:00,35942,27866,1033,569,42.720817950769344,0,0,0,0,0,0,0.7753046575037561,0,0,0,0,0,0,0
2023-01-01 13:30:00+00:00,33921,16175,747,157,87.57631502835483,0,0,0,0,0,0,0.4768432534418207,0,0,0,0,0,0,0
2023-01-01 13:35:00+00:00,23588,46848,538,785,17.661244852527325,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 13:40:00+00:00,20867,8859,1134,221,8.828246939759824,0,0,0,0,0,0,0.424545933771026,0,0,0,0,0,0,0
2023-01-01 13:45:00+00:00,22037,17373,1082,852,81.366050277064,0,0,0,0,0,0,0.7883559468167174,0,0,0,0,0,0,0
2023-01-01 13:50:00+00:00,27252,43754,657,405,42.40648015484651,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 13:55:00+00:00,33974,6166,847,55,39.695566297966295,0,0,0,0,0,0,0.18149172896921176,0,0,0,0,0,0,0
2023-01-01 14:00:00+00:00,22836,36800,876,346,24.696163713544166,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:05:00+00:00,30525,32825,295,101,37.42555830867807,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:10:00+00:00,20116,38009,503,164,17.529163915675813,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:15:00+00:00,33010,25331,170,884,74.34060728043731,0,0,0,0,0,0,0.7673735231747956,0,0,0,0,0,0,0
2023-01-01 14:20:00+00:00,30784,15661,404,1021,43.05952822834914,0,0,0,0,0,0,0.5087383056133056,0,0,0,0,0,0,0
2023-01-01 14:25:00+00:00,49286,19164,998,60,66.67715794046504,0,0,0,0,0,0,0.3888325285070811,0,0,0,0,0,0,0
2023-01-01 14:30:00+00:00,40850,32274,125,815,38.979379734407566,0,0,0,0,0,0,0.7900611995104039,0,0,0,0,0,0,0
2023-01-01 14:35:00+00:00,30445,31317,625,701,65.56606409804795,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:40:00+00:00,26969,30250,223,453,50.89495385522526,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:45:00+00:00,32346,47349,571,88,51.95807706465894,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 14:50:00+00:00,37555,6974,666,174,37.72661788550655,0,0,0,0,0,0,0.18570097190786847,0,0,0,0,0,0,0
2023-01-01 14:55:00+00:00,44243,15737,589,814,35.00830332260213,0,0,0,0,0,0,0.3556946861650431,0,0,0,0,0,0,0
2023-01-01 15:00:00+00:00,26426,39298,1037,141,17.354521828375837,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 15:05:00+00:00,40099,12130,808,66,13.369218829247624,0,0,0,0,0,0,0.3025013092595825,0,0,0,0,0,0,0
2023-01-01 15:10:00+00:00,37562,8043,119,592,57.83679830398572,0,0,0,0,0,0,0.21412597838240774,0,0,0,0,0,0,0
2023-01-01 15:15:00+00:00,38096,10738,822,265,43.953724826047214,0,0,0,0,0,0,0.28186686266274674,0,0,0,0,0,0,0
2023-01-01 15:20:00+00:00,35511,14306,481,943,68.18696435735353,0,0,0,0,0,0,0.40286108529751347,0,0,0,0,0,0,0
2023-01-01 15:25:00+00:00,48247,39321,121,994,51.29600726186568,0,0,0,0,0,0,0.8149936783634215,0,0,0,0,0,0,0
2023-01-01 15:30:00+00:00,36690,22030,1006,751,60.84225590739516,0,0,0,0,0,0,0.60043608612701,0,0,0,0,0,0,0
2023-01-01 15:35:00+00:00,31476,22024,85,67,31.535357085779296,0,0,0,0,0,0,0.6997077138136993,0,0,0,0,0,0,0
2023-01-01 15:40:00+00:00,26247,12633,769,339,23.65175338911572,0,0,0,0,0,0,0.48131214995999544,0,0,0,0,0,0,0
2023-01-01 15:45:00+00:00,29669,30811,1113,882,46.64351347139367,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-01-01 15:50:00+00:00,33342,16000,1123,569,31.034429307198963,0,0,0,0,0,0,0.4798752324395657,0,0,0,0,0,0,0
2023-01-01 15:55:00+00:00,30429,13473,807,613,26.05229311192649,0,0,0,0,0,0,0.4427684117125111,0,0,0,0,0,0,0
2023-01-01 16:00:00+00:00,47605,30757,481,88,25.434145501587327,0,0,0,0,0,0,0.646087595840773,0,0,0,0,0,0,0
2023-01-01 16:05:00+00:00,49608,24711,911,301,14.74957242574493,0,0,0,0,0,0,0.4981253023705854,0,0,0,0,0,0,0
2023-01-01 16:10:00+00:00,28205,11993,481,394,74.91973251151639,0,0,0,0,0,0,0.4252082964013473,0,0,0,0,0,0,0
